,Temperature_C,Rainfall_mm,WindSpeed_m_s,SolarRadiation_MJ_m2,Humidity_percent
2016-05-15,25.03,0.01,1.04,6.3415,54.57
2016-05-16,25.33,0.18,0.97,5.4204,53.17
2016-05-17,25.84,4.51,0.89,5.8697,62.43
2016-05-18,25.04,12.79,1.02,4.3082,74.19
2016-05-19,24.42,4.02,1.13,2.8464,69.3
2016-05-20,24.48,1.7,0.97,3.6869,65.26
2016-05-21,24.91,0.07,1.17,4.123,57.31
2016-05-22,25.31,0.08,1.27,4.6306,64.07
2016-05-23,24.95,0.14,1.38,4.4434,64.57
2016-05-24,24.51,0.04,1.2,4.4789,59.79
2016-05-25,24.94,0.03,1.16,3.5282,58.3
2016-05-26,25.06,0.03,1.07,4.2886,61.76
2016-05-27,25.31,0.01,1.17,4.3498,56.37
2016-05-28,25.41,0.0,1.11,5.5135,54.2
2016-05-29,25.06,0.0,1.11,5.7139,52.58
2016-05-30,26.03,0.01,1.13,6.3326,51.58
2016-05-31,25.67,0.0,1.04,5.8836,55.83
2016-06-01,26.2,0.0,1.06,5.958,55.29
2016-06-02,26.56,0.0,1.11,6.0204,52.42
2016-06-03,26.38,0.01,1.15,5.5783,53.84
2016-06-04,26.36,0.0,1.18,5.2913,51.12
2016-06-05,26.63,0.05,1.32,5.2529,51.45
2016-06-06,26.53,0.16,1.35,5.485,54.82
2016-06-07,25.79,0.09,1.32,5.7338,54.58
2016-06-08,25.78,0.11,1.42,5.2375,53.36
2016-06-09,25.08,0.04,1.44,4.8792,50.4
2016-06-10,24.65,0.04,1.35,5.053,52.26
2016-06-11,24.26,0.35,1.26,3.636,59.74
2016-06-12,25.51,0.03,1.19,4.6464,56.98
2016-06-13,25.6,0.04,1.3,5.0921,51.08
2016-06-14,25.84,0.01,1.13,5.9638,45.32
2016-06-15,25.4,0.07,1.24,5.3028,48.49
2016-06-16,25.83,0.7,1.14,4.3334,53.69
2016-06-17,24.65,1.64,1.14,4.0066,57.41
2016-06-18,23.78,1.41,1.36,2.928,63.58
2016-06-19,24.94,0.83,1.33,4.0675,61.07
2016-06-20,24.93,1.17,1.26,2.5922,64.34
2016-06-21,24.12,0.95,1.32,2.9604,63.79
2016-06-22,22.51,0.63,1.15,2.3407,63.21
2016-06-23,23.01,1.29,0.93,2.2762,60.43
2016-06-24,23.14,0.51,1.24,2.9323,55.86
2016-06-25,24.08,0.1,1.6,3.7726,53.22
2016-06-26,24.41,0.08,1.75,4.8029,57.36
2016-06-27,24.77,0.09,1.56,3.8993,55.87
2016-06-28,24.69,0.16,1.32,3.8381,55.92
2016-06-29,24.59,0.59,1.38,3.7378,58.98
2016-06-30,24.92,0.05,1.24,4.343,52.48
2016-07-01,25.1,0.03,1.24,5.3669,49.58
2016-07-02,25.47,0.03,1.42,4.1774,57.12
2016-07-03,25.31,0.07,1.47,3.2827,58.21
2016-07-04,24.57,0.37,1.53,3.9086,54.68
2016-07-05,24.01,0.05,1.31,5.0112,45.99
2016-07-06,24.36,0.07,1.31,4.4563,50.49
2016-07-07,24.53,0.11,1.3,3.8117,56.86
2016-07-08,24.13,0.19,1.45,3.0902,57.71
2016-07-09,23.81,0.06,1.61,3.0922,54.16
2016-07-10,23.4,0.05,1.42,3.8167,50.88
2016-07-11,23.86,0.08,1.68,3.1514,47.48
2016-07-12,22.58,0.06,1.74,3.5616,49.62
2016-07-13,22.67,0.1,1.77,3.3365,52.08
2016-07-14,23.45,0.06,1.67,3.5746,53.38
2016-07-15,23.6,0.06,1.79,3.7942,54.61
2016-07-16,23.39,0.07,1.77,3.1474,56.04
2016-07-17,23.86,0.04,1.87,3.8633,52.99
2016-07-18,24.05,0.06,2.04,4.0949,52.92
2016-07-19,24.59,0.06,1.94,3.2568,53.51
2016-07-20,24.55,0.21,1.76,3.3593,52.66
2016-07-21,25.08,0.19,2.03,4.3162,49.26
2016-07-22,24.38,0.4,1.74,5.5246,51.78
2016-07-23,24.77,0.07,1.73,5.7163,47.95
2016-07-24,25.22,0.21,2.01,6.385,47.18
2016-07-25,25.13,0.36,2.2,5.5397,55.18
2016-07-26,25.0,0.15,2.22,5.1674,54.13
2016-07-27,25.7,0.14,2.08,5.9042,51.21
2016-07-28,25.34,0.2,1.99,3.9794,50.52
2016-07-29,24.18,0.49,1.53,3.822,58.68
2016-07-30,24.26,0.24,1.46,4.4201,56.11
2016-07-31,24.47,0.31,1.59,5.4907,52.74
2016-08-01,24.95,0.12,1.96,5.8663,51.45
2016-08-02,23.97,0.14,1.54,6.3499,51.35
2016-08-03,25.01,0.17,1.7,5.4317,50.38
2016-08-04,25.26,0.62,2.04,3.5549,52.66
2016-08-05,24.1,0.7,2.1,3.6367,52.86
2016-08-06,24.38,0.42,2.22,2.9362,52.78
2016-08-07,25.12,0.08,2.52,3.9434,47.14
2016-08-08,24.62,0.26,2.72,3.3598,53.62
2016-08-09,24.38,0.34,2.77,3.2714,53.84
2016-08-10,24.19,0.3,2.67,4.1683,51.03
2016-08-11,24.79,0.35,2.48,4.0838,52.62
2016-08-12,24.67,0.8,2.52,3.2765,51.91
2016-08-13,24.75,0.38,2.36,4.2386,52.66
2016-08-14,24.84,0.24,2.52,4.3711,55.25
2016-08-15,25.03,0.27,2.66,4.8905,55.71
2016-08-16,25.08,0.23,3.07,5.9978,51.79
2016-08-17,25.41,0.11,2.9,6.318,51.99
2016-08-18,25.62,0.12,2.78,6.0917,49.46
2016-08-19,25.53,0.05,2.68,4.3524,52.14
2016-08-20,24.97,0.14,2.72,4.4573,56.27
2016-08-21,25.49,0.28,2.2,5.1557,52.52
2016-08-22,26.34,0.32,2.29,5.55,51.29
2016-08-23,25.71,0.15,2.63,6.0634,50.6
2016-08-24,24.74,0.02,3.21,5.7751,45.87
2016-08-25,24.69,0.01,2.96,6.8033,46.08
2016-08-26,24.5,0.02,2.92,4.3762,50.88
2016-08-27,24.22,0.01,2.91,5.8781,51.67
2016-08-28,24.08,0.01,3.0,5.4965,47.44
2016-08-29,24.1,0.09,3.34,4.3214,52.09
2016-08-30,23.73,0.4,3.11,4.4258,53.57
2016-08-31,24.42,0.14,2.84,4.933,51.74
2016-09-01,24.1,0.2,3.09,4.1834,52.16
2016-09-02,23.84,0.16,3.17,3.9269,50.61
2016-09-03,23.95,0.31,3.06,3.8393,53.91
2016-09-04,24.44,0.18,2.84,4.6608,52.62
2016-09-05,24.71,0.74,2.7,3.8719,59.4
2016-09-06,24.5,0.26,2.57,4.535,55.2
2016-09-07,24.41,0.14,2.49,4.7729,54.42
2016-09-08,25.07,0.04,2.43,6.2923,47.05
2016-09-09,25.59,0.02,2.56,7.1772,47.75
2016-09-10,25.62,0.1,2.86,6.4675,52.65
2016-09-11,25.49,0.11,2.81,6.2364,48.21
2016-09-12,25.86,0.03,2.51,6.4219,47.81
2016-09-13,25.72,0.03,2.74,5.8351,46.75
2016-09-14,25.97,0.23,2.77,3.7894,51.46
2016-09-15,25.53,0.09,2.57,5.7713,48.18
2016-09-16,26.13,0.04,2.35,6.1183,48.75
2016-09-17,26.22,0.11,2.24,6.725,47.67
2016-09-18,25.8,0.13,2.5,6.3031,48.65
2016-09-19,24.75,0.13,2.81,4.2187,48.73
2016-09-20,24.44,0.11,2.62,4.2646,48.39
2016-09-21,25.19,0.23,2.45,3.7872,51.71
2016-09-22,25.65,0.05,2.36,6.0854,47.58
2016-09-23,26.69,0.09,2.22,6.4428,49.88
2016-09-24,26.64,0.1,2.33,5.286,51.22
2016-09-25,26.35,0.3,2.12,3.6151,50.19
2016-09-26,26.73,0.14,2.36,5.01,48.21
2016-09-27,26.07,0.05,2.3,5.8397,46.94
2016-09-28,26.8,0.25,2.25,5.3234,52.7
2016-09-29,27.05,1.2,2.3,5.2886,56.35
2016-09-30,26.74,0.19,2.23,5.465,49.15
2016-10-01,26.91,0.08,2.02,4.9402,48.0
2016-10-02,26.89,0.12,2.03,5.7826,48.51
2016-10-03,27.61,0.34,1.66,6.3773,49.45
2016-10-04,27.58,1.29,1.86,4.9738,48.77
2016-10-05,26.81,0.28,1.89,5.1101,47.39
2016-10-06,26.84,0.42,1.7,5.9911,48.82
2016-10-07,27.69,0.11,1.44,6.8218,43.38
2016-10-08,27.61,0.09,1.8,6.8177,48.11
2016-10-09,27.36,0.34,1.92,6.1872,51.14
2016-10-10,27.02,0.11,2.0,6.0862,51.65
2016-10-11,26.53,0.04,2.11,5.5466,49.07
2016-10-12,25.86,0.02,1.72,6.9458,45.67
2016-10-13,25.96,0.02,1.84,7.3733,43.85
2016-10-14,26.5,0.01,1.65,6.846,43.96
2016-10-15,26.61,0.01,1.77,6.8225,43.06
2016-10-16,26.5,0.01,1.45,6.8462,42.86
2016-10-17,26.73,0.01,1.42,6.5129,43.17
2016-10-18,26.94,0.03,1.5,6.708,45.28
2016-10-19,26.37,0.07,1.66,6.8897,47.32
2016-10-20,26.21,0.07,1.96,5.8325,48.17
2016-10-21,26.7,0.09,1.84,6.1495,49.11
2016-10-22,26.6,0.23,1.62,6.0703,52.02
2016-10-23,26.95,0.1,1.41,6.2338,48.81
2016-10-24,26.97,0.03,1.37,6.4128,45.64
2016-10-25,27.49,0.12,1.48,6.3826,53.71
2016-10-26,27.45,0.31,1.53,6.0005,55.01
2016-10-27,27.09,0.27,1.39,5.7679,55.25
2016-10-28,25.87,3.36,1.2,4.2521,58.46
2016-10-29,27.44,0.29,1.15,6.3379,48.0
2016-10-30,28.21,0.04,0.98,6.8786,47.46
2016-10-31,28.3,0.12,1.07,6.3046,48.22
2016-11-01,27.65,0.37,0.97,6.4418,52.49
2016-11-02,25.93,6.3,0.92,4.6656,64.1
2016-11-03,25.21,5.16,0.94,5.3071,69.74
2016-11-04,24.96,5.51,0.89,5.4734,71.81
2016-11-05,25.2,4.84,1.07,5.6045,69.81
2016-11-06,26.13,1.21,1.19,6.2542,60.53
2016-11-07,26.5,0.48,1.25,5.8198,57.18
2016-11-08,26.19,0.95,1.13,5.184,55.89
2016-11-09,26.34,0.39,0.97,5.7835,53.45
2016-11-10,25.89,1.45,0.7,4.4184,57.97
2016-11-11,26.7,0.82,0.77,5.8392,54.18
2016-11-12,26.54,1.12,0.75,6.5093,53.03
2016-11-13,25.75,4.15,0.8,5.8351,62.43
2016-11-14,24.42,12.64,0.84,5.5682,74.07
2016-11-15,24.35,10.24,0.87,5.2486,76.02
2016-11-16,23.29,13.69,0.79,3.8609,78.52
2016-11-17,23.95,8.2,0.79,4.6337,76.99
2016-11-18,25.02,7.6,0.7,4.7088,73.48
2016-11-19,24.17,11.94,0.81,3.5407,79.29
2016-11-20,24.51,6.28,0.74,5.0695,77.35
2016-11-21,24.31,13.73,0.79,4.2586,79.72
2016-11-22,22.94,14.13,0.78,2.881,78.77
2016-11-23,23.96,0.78,0.7,4.8691,72.47
2016-11-24,25.01,1.5,0.66,5.3986,72.05
2016-11-25,24.9,0.89,0.78,5.9254,68.13
2016-11-26,24.98,0.95,0.72,4.836,67.82
2016-11-27,25.25,1.38,0.74,5.371,68.91
2016-11-28,25.09,5.57,0.69,5.6018,74.54
2016-11-29,24.7,6.53,0.79,5.1101,77.74
2016-11-30,24.22,3.51,0.75,4.5984,75.2
2016-12-01,25.02,0.3,0.63,5.479,68.45
2016-12-02,24.84,0.66,0.6,5.4341,69.39
2016-12-03,25.13,0.84,0.67,4.8562,69.14
2016-12-04,24.37,4.3,0.69,5.0362,75.09
2016-12-05,24.76,0.76,0.61,6.0103,64.12
2016-12-06,25.44,0.14,0.59,6.8354,58.17
2016-12-07,25.13,0.94,0.53,5.6654,64.27
2016-12-08,25.56,0.42,0.6,5.6777,63.04
2016-12-09,25.48,0.26,0.51,6.0583,62.81
2016-12-10,26.1,0.41,0.51,5.689,61.73
2016-12-11,25.41,1.53,0.56,5.5997,66.86
2016-12-12,24.96,1.81,0.58,4.7141,71.54
2016-12-13,25.08,0.84,0.61,6.078,68.28
2016-12-14,25.06,0.51,0.56,6.1574,65.28
2016-12-15,26.47,0.05,0.56,6.7164,57.23
2016-12-16,26.81,0.07,0.56,6.4543,54.72
2016-12-17,26.29,0.03,0.58,6.744,55.87
2016-12-18,25.55,0.07,0.65,6.8446,53.58
2016-12-19,24.97,0.01,0.71,6.8731,47.87
2016-12-20,25.95,0.02,0.74,6.8659,50.37
2016-12-21,24.52,1.38,0.6,5.1106,68.84
2016-12-22,24.97,0.61,0.75,5.3066,68.34
2016-12-23,25.5,0.08,0.66,5.8022,59.87
2016-12-24,25.46,0.17,0.67,5.4914,61.48
2016-12-25,24.68,0.86,0.5,5.4576,69.03
2016-12-26,25.39,0.65,0.6,5.3734,68.11
2016-12-27,25.9,2.8,0.6,6.5947,59.36
2016-12-28,25.9,0.45,0.49,6.7682,56.42
2016-12-29,26.11,0.4,0.58,5.819,57.63
2016-12-30,26.12,1.44,0.55,4.7383,58.35
2016-12-31,25.84,0.88,0.6,5.5121,60.82
2017-01-01,25.93,0.28,0.65,5.3345,54.39
2017-01-02,25.77,0.05,0.7,6.4404,52.19
2017-01-03,25.91,0.01,0.71,7.2461,48.28
2017-01-04,25.69,0.0,0.7,7.3274,46.77
2017-01-05,26.09,0.1,0.63,7.0351,52.75
2017-01-06,26.09,0.0,0.68,7.189,50.3
2017-01-07,25.93,0.0,0.67,7.1686,46.16
2017-01-08,25.96,0.0,0.77,7.007,37.68
2017-01-09,25.63,0.0,0.78,7.2996,36.76
2017-01-10,24.62,0.0,0.73,6.8208,43.28
2017-01-11,23.6,0.05,0.76,7.3656,43.33
2017-01-12,24.93,0.0,0.72,7.542,44.63
2017-01-13,24.81,0.0,0.64,7.176,42.88
2017-01-14,25.9,0.09,0.71,6.7236,43.97
2017-01-15,26.02,0.45,0.77,6.7133,42.98
2017-01-16,24.79,0.0,0.79,7.4911,42.62
2017-01-17,24.67,0.18,0.71,6.6305,49.52
2017-01-18,26.12,0.1,0.75,7.1765,48.29
2017-01-19,26.88,0.08,0.72,7.0824,47.21
2017-01-20,25.97,0.01,0.61,6.7771,45.38
2017-01-21,25.43,0.07,0.76,6.4757,46.8
2017-01-22,25.33,0.15,0.66,6.1318,53.42
2017-01-23,25.88,0.11,0.77,6.5302,51.67
2017-01-24,26.16,0.06,0.73,7.4054,48.67
2017-01-25,27.2,0.48,0.66,7.2708,48.37
2017-01-26,26.99,0.11,0.74,6.966,50.38
2017-01-27,27.35,0.04,0.73,6.6554,46.25
2017-01-28,26.59,0.09,0.72,6.4961,50.54
2017-01-29,26.67,0.58,0.66,6.1505,56.33
2017-01-30,27.28,0.33,0.7,6.0497,54.97
2017-01-31,27.58,2.05,0.67,5.3398,54.21
2017-02-01,27.16,1.54,0.72,6.2354,56.16
2017-02-02,27.11,0.96,0.64,6.1874,53.26
2017-02-03,27.13,0.21,0.73,7.3678,50.04
2017-02-04,26.89,0.59,0.76,6.241,49.42
2017-02-05,26.63,1.11,0.79,6.5988,56.71
2017-02-06,27.39,0.1,0.89,5.9731,55.51
2017-02-07,27.33,0.02,0.79,6.7997,53.54
2017-02-08,26.98,0.02,0.78,6.9583,51.28
2017-02-09,26.64,0.01,0.86,6.9876,49.96
2017-02-10,26.37,0.01,0.83,7.2036,48.34
2017-02-11,27.24,0.02,0.9,6.6595,49.84
2017-02-12,27.16,0.0,0.9,7.2893,46.47
2017-02-13,27.85,0.01,0.99,6.8052,47.13
2017-02-14,27.52,0.02,1.07,5.8714,49.75
2017-02-15,27.53,0.23,1.08,6.6434,47.91
2017-02-16,26.65,6.07,0.93,5.8704,57.22
2017-02-17,26.58,1.46,0.88,6.6086,63.5
2017-02-18,26.35,3.19,1.03,5.9268,63.93
2017-02-19,25.96,2.25,0.9,5.6556,62.98
2017-02-20,25.83,1.2,0.87,5.4362,57.57
2017-02-21,25.98,0.01,0.86,6.5182,48.99
2017-02-22,26.25,0.05,0.83,4.8408,48.37
2017-02-23,26.31,0.48,0.81,6.2832,55.53
2017-02-24,27.78,0.22,1.07,6.1752,51.9
2017-02-25,26.89,0.2,1.03,5.5608,53.59
2017-02-26,27.07,0.14,0.95,6.287,53.3
2017-02-27,27.36,0.16,0.93,6.324,48.91
2017-02-28,26.74,0.19,0.89,6.5515,52.04
2017-03-01,26.46,0.41,0.9,6.5822,51.75
2017-03-02,27.65,0.27,0.9,7.332,44.48
2017-03-03,28.09,1.77,0.85,6.979,46.12
2017-03-04,28.38,0.33,0.93,6.7721,45.29
2017-03-05,28.17,0.06,0.85,7.2905,44.17
2017-03-06,28.55,0.04,0.82,7.0771,43.02
2017-03-07,28.36,0.0,0.96,7.4686,41.25
2017-03-08,28.79,0.0,0.96,7.6574,40.47
2017-03-09,28.5,0.01,0.88,7.0826,42.77
2017-03-10,28.14,0.0,0.9,7.3848,47.14
2017-03-11,27.94,0.0,0.99,7.5358,45.56
2017-03-12,27.45,0.16,1.03,6.2165,52.31
2017-03-13,27.86,0.01,0.85,7.6466,42.86
2017-03-14,28.77,0.01,1.0,7.1935,46.07
2017-03-15,27.63,0.07,0.93,6.4778,53.33
2017-03-16,29.07,0.04,1.17,6.739,46.11
2017-03-17,29.42,0.06,0.99,6.5136,45.21
2017-03-18,29.15,0.76,1.14,6.3374,47.96
2017-03-19,28.02,0.39,1.2,6.6545,53.52
2017-03-20,28.62,0.32,1.05,6.9653,54.02
2017-03-21,29.01,0.53,1.32,6.1778,53.11
2017-03-22,29.24,0.84,1.33,6.1289,52.22
2017-03-23,29.05,0.52,1.17,6.6617,51.72
2017-03-24,29.5,0.09,1.09,6.9185,46.06
2017-03-25,28.52,0.3,1.08,6.5011,50.29
2017-03-26,29.56,0.31,1.12,6.2789,48.07
2017-03-27,29.65,0.37,1.16,6.0914,48.23
2017-03-28,29.12,0.36,1.34,6.7392,50.09
2017-03-29,29.07,0.21,1.2,6.1733,48.99
2017-03-30,28.21,1.54,1.14,5.8332,53.95
2017-03-31,28.66,0.13,1.03,6.379,48.99
2017-04-01,28.64,0.27,1.09,6.6336,47.49
2017-04-02,29.24,0.18,1.11,7.4177,44.87
2017-04-03,29.02,0.61,1.27,6.6122,49.37
2017-04-04,28.94,0.97,1.58,6.4423,49.38
2017-04-05,27.92,3.39,1.5,6.2998,48.97
2017-04-06,27.16,2.35,1.5,5.5272,60.83
2017-04-07,26.33,1.03,1.18,5.2922,62.91
2017-04-08,26.53,1.47,1.15,5.1094,61.83
2017-04-09,27.11,0.96,1.12,5.4014,59.87
2017-04-10,26.65,1.74,1.03,4.9783,59.25
2017-04-11,27.37,0.04,1.02,6.2203,54.72
2017-04-12,27.66,0.02,1.15,5.843,54.43
2017-04-13,28.21,0.01,1.09,7.1335,50.39
2017-04-14,28.92,0.0,0.98,7.1138,44.39
2017-04-15,29.71,0.01,1.21,6.8501,41.7
2017-04-16,29.22,1.05,1.36,6.1582,52.15
2017-04-17,28.53,4.47,1.35,5.5277,56.2
2017-04-18,26.32,9.84,1.03,4.674,69.5
2017-04-19,26.28,3.64,1.03,5.2046,66.58
2017-04-20,25.85,5.9,0.84,5.849,69.03
2017-04-21,26.51,1.66,0.99,5.7773,60.77
2017-04-22,26.12,2.62,1.18,5.3227,62.22
2017-04-23,26.56,1.54,1.05,5.7446,58.87
2017-04-24,27.5,0.16,1.18,5.4161,58.78
2017-04-25,26.48,7.44,1.31,5.7605,63.56
2017-04-26,26.95,0.75,1.28,6.079,60.43
2017-04-27,27.0,3.03,1.42,6.1896,61.69
2017-04-28,27.39,0.72,1.26,6.295,58.96
2017-04-29,26.24,6.62,1.57,5.4734,64.33
2017-04-30,26.26,3.25,1.16,5.004,59.35
2017-05-01,25.71,3.51,1.14,4.4412,56.68
2017-05-02,26.42,1.81,1.29,5.3628,58.84
2017-05-03,24.13,8.68,1.22,5.815,71.21
2017-05-04,25.3,2.21,1.19,5.0302,65.29
2017-05-05,24.86,13.23,1.08,4.1047,72.24
2017-05-06,25.26,3.95,1.09,4.4983,72.83
2017-05-07,26.41,0.71,1.13,5.3496,65.97
2017-05-08,26.22,7.16,1.22,5.4847,68.73
2017-05-09,24.54,3.38,1.35,5.0729,69.43
2017-05-10,25.62,1.36,1.12,5.1648,66.83
2017-05-11,26.08,2.88,1.25,5.8015,70.33
2017-05-12,25.96,0.78,1.2,5.1398,67.14
2017-05-13,25.03,0.55,1.19,5.261,65.35
2017-05-14,25.59,0.45,1.3,6.1066,63.06
2017-05-15,26.13,0.8,1.35,5.1355,62.52
2017-05-16,26.26,0.19,1.22,5.8519,59.4
2017-05-17,26.58,0.33,1.3,5.3208,61.19
2017-05-18,25.46,0.19,1.29,4.9507,64.79
2017-05-19,25.96,0.21,1.35,4.6226,60.38
2017-05-20,26.62,0.17,1.48,6.0322,58.25
2017-05-21,26.6,0.19,1.61,5.8954,57.27
2017-05-22,26.72,0.22,1.54,6.2731,55.66
2017-05-23,26.26,0.36,1.52,5.3503,59.43
2017-05-24,26.54,0.22,1.41,6.3154,57.24
2017-05-25,26.84,0.19,1.37,6.5136,57.14
2017-05-26,26.44,0.11,1.16,6.5215,50.09
2017-05-27,27.31,0.16,1.14,6.2134,52.19
2017-05-28,27.49,2.38,1.1,4.663,59.01
2017-05-29,26.16,2.81,1.12,3.8858,63.96
2017-05-30,26.4,1.14,1.21,4.8919,57.8
2017-05-31,26.42,0.19,1.32,5.5982,56.16
2017-06-01,26.94,0.05,1.17,5.7768,54.4
2017-06-02,27.43,0.09,1.22,5.4682,57.03
2017-06-03,27.07,0.15,1.39,5.5114,58.24
2017-06-04,26.64,0.12,1.32,4.8252,56.69
2017-06-05,26.67,0.06,1.34,4.9807,52.45
2017-06-06,26.49,0.08,1.44,5.0537,57.18
2017-06-07,26.45,0.11,1.41,5.5524,56.53
2017-06-08,25.98,0.12,1.24,4.7467,57.41
2017-06-09,26.38,0.14,1.31,4.7362,55.23
2017-06-10,25.95,0.27,1.51,4.565,52.65
2017-06-11,25.73,0.14,1.61,5.736,49.58
2017-06-12,26.28,0.74,1.65,5.8339,55.45
2017-06-13,26.13,0.34,1.67,5.6597,57.31
2017-06-14,25.43,0.69,1.6,5.2284,58.82
2017-06-15,25.59,0.22,1.43,5.1161,55.59
2017-06-16,26.36,0.06,1.4,5.0371,52.77
2017-06-17,26.07,0.08,1.58,5.5954,49.72
2017-06-18,25.83,0.05,1.69,5.1024,53.42
2017-06-19,25.77,0.12,1.65,5.5548,54.96
2017-06-20,25.72,0.61,1.53,5.1874,56.81
2017-06-21,26.11,0.34,1.39,5.3779,49.76
2017-06-22,25.46,0.15,1.37,4.5989,53.51
2017-06-23,26.07,0.05,1.4,5.1168,48.13
2017-06-24,25.78,0.57,1.6,5.9328,59.58
2017-06-25,26.5,0.18,1.57,5.8459,54.32
2017-06-26,26.03,0.05,1.73,4.0956,54.08
2017-06-27,25.26,0.08,1.89,4.8974,52.91
2017-06-28,24.99,0.11,1.79,4.4743,54.77
2017-06-29,25.25,0.26,1.73,4.4458,56.88
2017-06-30,25.22,0.43,1.76,3.3425,56.92
2017-07-01,25.0,0.12,1.56,4.7827,52.66
2017-07-02,25.07,0.09,1.54,4.5156,52.99
2017-07-03,25.16,0.27,1.57,3.0946,57.35
2017-07-04,24.21,0.36,1.65,2.7564,58.0
2017-07-05,24.43,0.3,1.72,4.1491,54.5
2017-07-06,24.84,0.16,1.96,4.735,49.79
2017-07-07,25.58,0.04,1.87,6.1718,49.69
2017-07-08,25.23,0.05,2.07,5.6633,49.03
2017-07-09,25.15,0.06,1.67,6.1296,48.61
2017-07-10,24.96,0.1,1.47,5.2978,49.23
2017-07-11,25.12,0.19,1.66,4.0392,54.54
2017-07-12,25.48,1.18,1.52,4.146,57.23
2017-07-13,25.45,0.42,1.6,3.4116,55.81
2017-07-14,24.39,0.68,1.3,3.7651,58.11
2017-07-15,24.58,0.1,1.88,3.8964,53.93
2017-07-16,25.88,0.05,1.9,5.0117,47.62
2017-07-17,25.84,0.07,2.0,4.6692,53.92
2017-07-18,26.2,0.03,1.81,6.4022,48.42
2017-07-19,25.75,0.02,2.06,6.1555,47.95
2017-07-20,25.69,0.16,1.84,4.8629,53.15
2017-07-21,24.28,0.92,1.64,3.246,61.53
2017-07-22,23.96,0.86,1.89,3.1805,60.31
2017-07-23,25.03,0.23,1.99,3.2419,57.19
2017-07-24,24.41,0.27,1.92,3.6,55.53
2017-07-25,25.29,0.36,1.78,3.9814,49.71
2017-07-26,25.61,0.42,1.56,4.8523,49.91
2017-07-27,25.48,0.76,2.2,2.5762,55.8
2017-07-28,24.9,2.01,1.87,2.7756,54.3
2017-07-29,25.26,0.11,2.1,4.6656,47.55
2017-07-30,25.21,0.89,2.19,4.7182,49.46
2017-07-31,25.81,1.52,2.38,4.0428,54.35
2017-08-01,25.81,0.6,2.44,4.8641,51.22
2017-08-02,24.99,0.63,2.37,2.6434,54.84
2017-08-03,24.86,0.95,2.54,3.0324,57.32
2017-08-04,25.36,0.33,2.46,3.5503,56.7
2017-08-05,25.1,0.1,2.34,4.5077,54.66
2017-08-06,25.59,0.17,2.5,4.6394,56.04
2017-08-07,25.27,0.21,2.52,3.8302,54.37
2017-08-08,24.83,0.46,2.51,3.8546,53.89
2017-08-09,24.48,0.73,2.43,2.927,56.31
2017-08-10,23.85,1.69,2.12,3.8383,54.14
2017-08-11,24.69,0.37,2.57,4.2372,49.4
2017-08-12,24.95,0.18,2.58,4.4042,51.03
2017-08-13,25.71,0.08,2.74,4.9985,47.89
2017-08-14,25.51,0.49,2.8,3.9739,54.66
2017-08-15,25.33,0.76,3.03,5.3153,54.86
2017-08-16,25.38,0.37,2.54,5.045,52.99
2017-08-17,26.01,0.37,2.24,6.0062,53.02
2017-08-18,26.63,0.04,2.13,6.4685,46.68
2017-08-19,26.53,0.25,2.81,6.0415,55.34
2017-08-20,26.43,0.14,3.0,5.501,52.12
2017-08-21,26.12,0.09,3.12,5.0832,52.24
2017-08-22,26.01,0.1,2.78,4.6498,51.52
2017-08-23,26.12,1.69,2.36,4.9579,53.69
2017-08-24,24.7,0.54,2.06,4.8221,49.95
2017-08-25,26.07,0.03,2.32,6.8215,45.21
2017-08-26,25.6,0.02,2.52,5.1187,44.38
2017-08-27,25.92,0.02,2.72,7.1287,47.89
2017-08-28,25.56,0.07,2.72,5.6561,50.55
2017-08-29,25.7,0.3,2.69,3.7934,51.19
2017-08-30,26.05,0.59,2.16,4.1136,50.1
2017-08-31,25.77,3.16,1.9,4.4371,53.76
2017-09-01,24.72,2.61,2.21,4.3363,50.92
2017-09-02,25.23,0.52,2.12,3.7735,51.82
2017-09-03,25.12,0.42,2.39,2.663,56.91
2017-09-04,25.92,0.16,2.4,3.2234,52.1
2017-09-05,26.14,0.1,2.44,4.254,50.21
2017-09-06,26.17,0.09,2.51,4.5461,45.73
2017-09-07,26.21,0.08,2.52,5.1158,45.88
2017-09-08,26.02,2.94,2.68,4.0301,55.49
2017-09-09,25.79,3.48,2.78,5.017,57.38
2017-09-10,25.7,2.17,2.78,4.2,54.27
2017-09-11,26.05,1.27,2.58,5.3849,52.69
2017-09-12,25.35,1.1,2.53,4.7767,54.61
2017-09-13,25.64,0.84,2.6,5.5102,53.39
2017-09-14,25.42,1.45,2.7,4.6435,56.33
2017-09-15,26.98,0.53,2.08,5.4139,50.37
2017-09-16,27.18,1.29,1.96,5.6323,51.31
2017-09-17,27.09,0.36,1.93,6.1361,46.13
2017-09-18,26.97,0.01,1.92,7.1719,41.26
2017-09-19,26.34,0.26,2.58,6.6986,51.88
2017-09-20,26.48,1.22,2.76,4.6786,59.93
2017-09-21,26.15,1.57,2.8,4.8125,58.28
2017-09-22,25.04,0.2,2.17,7.1095,47.24
2017-09-23,26.05,0.07,1.83,6.4452,43.06
2017-09-24,26.31,0.02,2.11,6.665,42.02
2017-09-25,26.41,0.06,1.94,6.9355,47.2
2017-09-26,26.71,0.04,1.71,6.5122,47.0
